features_id,bedrooms,bathrooms,squareFootage,features,lotSize
229,3.0,2.0,1370.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Siding', 'heating': True, 'heatingType': 'Central'}",12249.0
230,3.0,2.0,1372.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'foundationType': 'Footing', 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'unitCount': 1}",17064.0
231,0.0,2.0,0.0,Unknown,4295.0
232,5.0,1.0,1560.0,"{'architectureType': 'Two Family', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'roofType': 'Shingle', 'unitCount': 2}",3125.0
233,0.0,0.0,0.0,"{'architectureType': 'Condo / Apartment', 'unitCount': 1}",744440.0
234,3.0,2.5,1892.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",13000.0
235,4.0,3.5,2943.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 2, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Shingle', 'unitCount': 1}",15246.0
236,4.0,2.0,1930.0,"{'exteriorType': 'Vinyl', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'roomCount': 7}",0.0
237,4.0,2.0,2145.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 8, 'unitCount': 1}",13774.0
238,3.0,2.0,1058.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Wood Shake / Shingle', 'roomCount': 6, 'unitCount': 1}",3360.0
239,3.0,3.0,1824.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Commercial', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",188991.0
240,3.0,2.0,1596.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Solar', 'unitCount': 1}",8712.0
241,3.0,3.0,1935.0,"{'cooling': True, 'coolingType': 'Central', 'heating': True, 'heatingType': 'Forced Air'}",3920.0
242,5.0,2.0,1721.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 5, 'unitCount': 1}",9147.0
243,0.0,0.0,2468.0,{'unitCount': 3},1009.0
244,3.0,2.0,1628.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",7645.0
245,3.0,3.0,3293.0,"{'architectureType': 'Condo / Apartment', 'garage': True, 'garageType': 'Garage', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'unitCount': 1}",43560.0
246,2.0,2.0,1261.0,"{'architectureType': 'Condo / Apartment', 'exteriorType': 'Stucco', 'foundationType': 'Slab / Mat / Raft', 'pool': True, 'poolType': 'Community Pool', 'roofType': 'Shingle'}",0.0
247,4.0,2.5,2255.0,"{'architectureType': '2+ Story', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Built-in', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 7, 'unitCount': 1}",5663.0
248,3.0,1.0,1344.0,Unknown,40511.0
249,0.0,3.5,2286.0,"{'exteriorType': 'Wood', 'floorCount': 3, 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt'}",43560.0
250,3.0,3.5,3224.0,"{'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Slab', 'roomCount': 9, 'unitCount': 1}",78844.0
251,0.0,0.0,0.0,Unknown,3796.0
252,3.0,3.5,2373.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'unitCount': 1}",16469.0
253,3.0,1.5,1616.0,"{'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Baseboard', 'roomCount': 7, 'unitCount': 1}",9000.0
254,4.0,3.0,2024.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Built-in', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'unitCount': 1}",7150.0
255,3.0,2.0,2093.0,"{'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'roomCount': 7, 'unitCount': 1}",7050.0
256,0.0,2.0,1344.0,"{'floorCount': 2, 'foundationType': 'Block', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",1620.0
257,3.0,1.0,1366.0,"{'architectureType': 'Bungalow', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'roofType': 'Shingle', 'unitCount': 1}",4375.0
258,3.0,2.0,2007.0,"{'garage': True, 'garageType': 'Garage', 'roomCount': 7, 'unitCount': 1}",9000.0
259,2.0,1.0,735.0,"{'exteriorType': 'Siding', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 5}",4356.0
260,0.0,2.0,1164.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",16558.0
261,2.0,2.0,2088.0,Unknown,307534.0
262,9.0,3.0,4713.0,"{'architectureType': 'Two Family', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Masonry', 'floorCount': 3, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached Garage', 'roofType': 'Tar & Gravel', 'unitCount': 3}",3125.0
263,0.0,2.0,1612.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",55626.0
264,0.0,0.0,2128.0,"{'architectureType': 'Custom', 'garage': True, 'garageType': 'Garage'}",6764.0
265,3.0,2.5,2152.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",4282.0
266,2.0,2.0,1900.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'floorCount': 1, 'heating': True, 'heatingType': 'Central', 'roomCount': 7}",1900.0
267,0.0,0.0,1240.0,{'floorCount': 1},10149.0
268,2.0,1.0,678.0,"{'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",7405.0
269,1.0,1.0,768.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 3, 'unitCount': 1}",767.0
270,0.0,2.0,1092.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Brick', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Built-up (Layered Asphalt)', 'roomCount': 6, 'unitCount': 1}",8500.0
271,4.0,2.0,1801.0,{'floorCount': 1},7275.0
272,2.0,1.0,930.0,Unknown,0.0
273,3.0,2.5,2071.0,"{'architectureType': 'Cape Cod', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 7, 'unitCount': 1, 'foundationType': 'Raised'}",10019.0
274,2.0,2.0,1241.0,"{'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'roomCount': 5, 'unitCount': 1}",3812.0
275,3.0,2.5,1473.0,"{'garage': True, 'garageType': 'Garage'}",1307.0
276,2.0,2.0,1444.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'roofType': 'Composition Shingle', 'unitCount': 1}",1013.0
277,3.0,2.0,2392.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",7405.0
278,2.0,2.0,1071.0,"{'architectureType': 'Condo / Apartment', 'unitCount': 1}",0.0
279,2.0,1.0,0.0,Unknown,2100.0
280,2.0,1.0,1007.0,"{'architectureType': 'Ranch / Rambler', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Crawl / Raised', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'roomCount': 6, 'unitCount': 1}",13500.0
281,2.0,2.0,1619.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Commercial', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",130965.0
282,5.0,4.0,3135.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 9, 'unitCount': 1}",6960.0
283,4.0,4.0,2855.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': 'Gas Log', 'floorCount': 2, 'foundationType': 'Block', 'garage': True, 'garageType': 'Built-in', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 8, 'unitCount': 1}",10625.0
284,4.0,2.5,2309.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 8, 'unitCount': 1}",14375.0
285,3.0,1.0,1094.0,"{'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'roomCount': 5, 'unitCount': 1}",6936.0
286,3.0,3.0,2585.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'heating': True, 'pool': True, 'roomCount': 8, 'unitCount': 1}",43560.0
287,3.0,2.0,1060.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Block', 'garage': True, 'garageSpaces': 1, 'garageType': 'Basement', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",8896.0
288,0.0,0.0,0.0,"{'heating': True, 'heatingType': 'Forced Air'}",0.0
289,3.0,2.5,1782.0,"{'architectureType': 'Cape Cod', 'garage': True, 'garageType': 'Garage', 'unitCount': 1}",11357.0
290,3.0,2.0,936.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Siding', 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",22259.0
291,0.0,1.0,1216.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1, 'viewType': 'Water'}",5100.0
292,3.0,2.0,1518.0,"{'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'roomCount': 8, 'unitCount': 1}",5000.0
293,2.0,1.0,672.0,"{'architectureType': 'Contemporary', 'exteriorType': 'Siding', 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Floor / Wall', 'roofType': 'Roll Composition', 'roomCount': 4, 'unitCount': 1}",5550.0
294,3.0,3.0,2035.0,"{'cooling': True, 'coolingType': 'Wall', 'exteriorType': 'Combination', 'fireplace': True, 'fireplaceType': 'Gas Log', 'foundationType': 'Footing', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'roofType': 'Composition Shingle'}",4792.0
295,4.0,3.0,3211.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood Shingle', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roomCount': 8, 'unitCount': 1}",21780.0
296,3.0,1.0,960.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'roofType': 'Shingle', 'unitCount': 1}",7920.0
297,4.0,1.0,1150.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",7200.0
298,3.0,2.0,1100.0,Unknown,0.0
299,2.0,1.5,1205.0,"{'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}",6882.0
300,2.0,1.0,1142.0,"{'architectureType': 'Bungalow', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 6, 'unitCount': 1, 'foundationType': 'Raised'}",6299.0
301,4.0,3.0,2368.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",7605.0
302,3.0,1.0,1512.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Metal', 'unitCount': 1}",30777.0
303,3.0,2.0,1300.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 5}",285754.0
304,4.0,2.0,2597.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",7505.0
305,0.0,1.0,960.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Siding', 'floorCount': 1, 'foundationType': 'Other', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",9017.0
306,3.0,2.0,1566.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Fiberglass', 'roomCount': 6, 'unitCount': 1}",13750.0
307,4.0,3.0,1161.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle', 'roomCount': 9}",10293.0
308,5.0,2.0,2925.0,"{'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Hot Water', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 2}",10054.0
309,0.0,0.0,0.0,{'floorCount': 1},1500.0
310,4.0,2.0,2159.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'garage': True, 'garageSpaces': 1, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Central', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}",11200.0
311,2.0,1.0,1008.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",3960.0
312,3.0,2.0,1768.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'unitCount': 1}",11601.0
313,3.0,1.0,1060.0,"{'architectureType': 'Condo / Apartment', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'heating': True, 'roomCount': 6, 'unitCount': 1, 'viewType': 'Average'}",735.0
314,4.0,2.0,2026.0,Unknown,16117.0
315,3.0,1.0,1930.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Garage', 'heating': True, 'roomCount': 8, 'unitCount': 1}",0.0
316,4.0,2.0,1536.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",9739.0
317,2.0,1.0,1060.0,"{'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'roomCount': 5, 'unitCount': 1}",3400.0
318,4.0,2.0,2135.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 7, 'unitCount': 1}",7488.0
319,4.0,2.5,2991.0,"{'floorCount': 2, 'garage': True, 'garageType': 'Attached'}",18731.0
320,3.0,2.0,1400.0,Unknown,16553.0
321,3.0,2.5,2540.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'pool': True}",8298.0
322,3.0,2.0,1271.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",10890.0
323,2.0,2.0,1832.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Asbestos Shingle', 'floorCount': 1, 'foundationType': 'Block', 'garage': True, 'garageSpaces': 2, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 6}",15900.0
324,3.0,2.5,3480.0,"{'architectureType': 'Colonial', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Other', 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",9677.0
325,0.0,0.0,0.0,Unknown,26136.0
326,2.0,1.5,960.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 1, 'foundationType': 'Other', 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}",10611.0
327,3.0,3.0,1299.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Commercial', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",84173.0
328,4.0,2.5,2172.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Central', 'pool': True, 'poolType': 'Above-Ground Pool', 'roofType': 'Asphalt', 'roomCount': 8}",31363.0
329,0.0,2.0,2047.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Fiberglass'}",7841.0
330,3.0,2.0,2210.0,"{'floorCount': 1, 'unitCount': 1}",4600.0
331,2.0,1.0,800.0,"{'architectureType': 'Conventional', 'floorCount': 1, 'heating': True, 'heatingType': 'Floor / Wall', 'roomCount': 5, 'unitCount': 1}",3180.0
332,3.0,1.0,832.0,Unknown,2831400.0
333,0.0,4.0,2585.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True}",7230.0
334,0.0,0.0,1768.0,"{'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'exteriorType': 'Stucco', 'foundationType': 'Other', 'roofType': 'Composition Shingle'}",5000.0
335,3.0,1.0,1300.0,"{'cooling': True, 'coolingType': 'Window', 'exteriorType': 'Other', 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Gas', 'roofType': 'Composition Shingle', 'unitCount': 1}",15704.0
336,4.0,1.0,1891.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Electric', 'roofType': 'Composition Shingle', 'unitCount': 1}",9443.0
337,3.0,2.5,1704.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 8, 'unitCount': 1}",5431.0
338,3.0,2.5,1787.0,Unknown,0.0
339,3.0,2.5,2613.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stone', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 11, 'unitCount': 1}",20865.0
340,0.0,2.0,1120.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 5, 'unitCount': 1}",8019.0
341,6.0,2.0,2289.0,"{'exteriorType': 'Asbestos Shingle', 'floorCount': 2, 'heating': True, 'heatingType': 'Hot Water / Steam', 'roofType': 'Asphalt', 'roomCount': 12, 'unitCount': 2}",7500.0
342,3.0,1.0,848.0,"{'exteriorType': 'Other', 'floorCount': 1, 'foundationType': 'Block', 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Convection', 'roofType': 'Composition Shingle', 'unitCount': 1}",14500.0
343,4.0,2.0,1824.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 4, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",6500.0
344,3.0,2.5,2290.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",0.0
345,0.0,1.0,636.0,"{'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Gravity', 'roofType': 'Metal', 'unitCount': 1}",4380.0
346,2.0,2.5,1634.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Brick', 'garage': True, 'garageType': 'Attached', 'heating': True, 'roofType': 'Asphalt', 'roomCount': 4}",12284.0
347,4.0,2.5,1752.0,"{'exteriorType': 'Wood', 'floorCount': 2, 'unitCount': 1}",7200.0
348,0.0,0.0,3084.0,Unknown,5662.0
349,3.0,2.0,1344.0,"{'architectureType': 'Mobile Home', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Convection', 'roofType': 'Metal', 'unitCount': 1}",13939.0
